0x00,0x01,0x43,Cisco
0x00,0x01,0x44,DellEMC
0x00,0x01,0x45,Winsystems
0x00,0x01,0x46,TescoControl
0x00,0x01,0x47,ZhoneTechnol
0x00,0x01,0x48,XtraWeb
0x00,0x01,0x49,Tdt
0x00,0x01,0x4A,Sony
0x00,0x01,0x4B,EnnovateNetw
0x00,0x01,0x4C,BerkeleyProc
0x00,0x01,0x4D,ShinKinEnter
0x00,0x01,0x4E,WINEnterpris
0x00,0x01,0x4F,Adtran
0x00,0x01,0x50,GilatCommuni
0x00,0x01,0x51,EnsembleComm
0x00,0x01,0x52,Chromatek
0x00,0x01,0x53,ArchtekTelec
0x00,0x01,0x54,G3M
0x00,0x01,0x55,PromiseTechn
0x00,0x01,0x56,Firewiredire
0x00,0x01,0x57,Syswave
0x00,0x01,0x58,ElectroIndus
0x00,0x01,0x59,S1
0x00,0x01,0x5A,DigitalVideo
0x00,0x01,0x5B,ITALTELRFUPI
0x00,0x01,0x5C,Cadant
0x00,0x01,0x5D,Oracle
0x00,0x01,0x5E,BestTechnolo
0x00,0x01,0x5F,DIGITALDESIG
0x00,0x01,0x60,ELMEX
0x00,0x01,0x61,MetaMachineT
0x00,0x01,0x62,CygnetTechno
0x00,0x01,0x63,Cisco
0x00,0x01,0x64,Cisco
0x00,0x01,0x65,AirSwitch
0x00,0x01,0x66,TcGroup
0x00,0x01,0x67,HiokiEE
0x00,0x01,0x68,Vitana
0x00,0x01,0x69,CelestixNetw
0x00,0x01,0x6A,Alitec
0x00,0x01,0x6B,LightChip
0x00,0x01,0x6C,Foxconn
0x00,0x01,0x6D,CarrierComm
0x00,0x01,0x6E,Conklin
0x00,0x01,0x6F,Inkel
0x00,0x01,0x70,ESEEmbeddedS
0x00,0x01,0x71,AlliedDataTe
0x00,0x01,0x72,TechnoLand
0x00,0x01,0x73,Amcc
0x00,0x01,0x74,CyberOptics
0x00,0x01,0x75,RadiantCommu
0x00,0x01,0x76,OrientSilver
0x00,0x01,0x77,Edsl
0x00,0x01,0x78,MARGI
0x00,0x01,0x79,WirelessTech
0x00,0x01,0x7A,MaipuElectri
0x00,0x01,0x7B,Heidelberger
0x00,0x01,0x7C,AGE
0x00,0x01,0x7D,ThermoQuest
0x00,0x01,0x7E,ADTEKSystemS
0x00,0x01,0x7F,ExperienceMu
0x00,0x01,0x80,AOpen
0x00,0x01,0x81,NortelNetwor
0x00,0x01,0x82,DicaTechnolo
0x00,0x01,0x83,AniteTelecom
0x00,0x01,0x84,SiebMeyer
0x00,0x01,0x85,HitachiAloka
0x00,0x01,0x86,UweDisch
0x00,0x01,0x87,I2SE
0x00,0x01,0x88,LXCOTechnolo
0x00,0x01,0x89,RefractionTe
0x00,0x01,0x8A,RoiComputer
0x00,0x01,0x8B,NetLinks
0x00,0x01,0x8C,MegaVision
0x00,0x01,0x8D,AudeSiTechno
0x00,0x01,0x8E,Logitec
0x00,0x01,0x8F,Kenetec
0x00,0x01,0x90,SmkM
0x00,0x01,0x91,SYREDData
0x00,0x01,0x92,TexasDigital
0x00,0x01,0x93,HanbyulTelec
0x00,0x01,0x94,CapitalEquip
0x00,0x01,0x95,SenaTechnolo
0x00,0x01,0x96,Cisco
0x00,0x01,0x97,Cisco
0x00,0x01,0x98,DarimVision
0x00,0x01,0x99,HeiSeiElectr
0x00,0x01,0x9A,LEUNIG
0x00,0x01,0x9B,KyotoMicroco
0x00,0x01,0x9C,Lumentum
0x00,0x01,0x9D,EControl
0x00,0x01,0x9E,ESSTechnolog
0x00,0x01,0x9F,ReadyNet
0x00,0x01,0xA0,Infinilink
0x00,0x01,0xA1,MagTek
0x00,0x01,0xA2,Logical
0x00,0x01,0xA3,GenesysLogic
0x00,0x01,0xA4,Microlink
0x00,0x01,0xA5,Nextcomm
0x00,0x01,0xA6,ScientificAt
0x00,0x01,0xA7,UnexTechnolo
0x00,0x01,0xA8,WelltechComp
0x00,0x01,0xA9,Bmw
0x00,0x01,0xAA,AirspanCommu
0x00,0x01,0xAB,MainStreetNe
0x00,0x01,0xAC,SitaraNetwor
0x00,0x01,0xAD,CoachMasterI
0x00,0x01,0xAE,TrexEnterpri
0x00,0x01,0xAF,ArtesynEmbed
0x00,0x01,0xB0,FulltekTechn
0x00,0x01,0xB1,GeneralBandw
0x00,0x01,0xB2,DigitalProce
0x00,0x01,0xB3,PrecisionEle
0x00,0x01,0xB4,Wayport
0x00,0x01,0xB5,TurinNetwork
0x00,0x01,0xB6,SAEJINT&M
0x00,0x01,0xB7,Centos
0x00,0x01,0xB8,Netsensity
0x00,0x01,0xB9,SKF
0x00,0x01,0xBA,ICNet
0x00,0x01,0xBB,Frequentis
0x00,0x01,0xBC,Brains
0x00,0x01,0xBD,PetersonElec
0x00,0x01,0xBE,Gigalink
0x00,0x01,0xBF,Teleforce
0x00,0x01,0xC0,CompuLab
0x00,0x01,0xC1,VitesseSemic
0x00,0x01,0xC2,ARKResearch
0x00,0x01,0xC3,Acromag
0x00,0x01,0xC4,NeoWave
0x00,0x01,0xC5,SimplerNetwo
0x00,0x01,0xC6,QuarryTechno
0x00,0x01,0xC7,Cisco
0x00,0x01,0xC8,ThomasConrad
0x00,0x01,0xC9,Cisco
0x00,0x01,0xCA,GeocastNetwo
0x00,0x01,0xCB,Evr
0x00,0x01,0xCC,BrandMakerEn
0x00,0x01,0xCD,ARtem
0x00,0x01,0xCE,CustomMicroP
0x00,0x01,0xCF,AlphaDataPar
0x00,0x01,0xD0,VitalPoint
0x00,0x01,0xD1,CoNetCommuni
0x00,0x01,0xD2,inXtron
0x00,0x01,0xD3,PAXCOMM
0x00,0x01,0xD4,LeisureTime
0x00,0x01,0xD5,HaedongInfoC
0x00,0x01,0xD6,manroland
0x00,0x01,0xD7,F5
0x00,0x01,0xD8,Teltronics
0x00,0x01,0xD9,Sigma
0x00,0x01,0xDA,WINCOMM
0x00,0x01,0xDB,FreecomTechn
0x00,0x01,0xDC,Activetelco
0x00,0x01,0xDD,AvailNetwork
0x00,0x01,0xDE,Trango
0x00,0x01,0xDF,ISDNCommunic
0x00,0x01,0xE0,Fast
0x00,0x01,0xE1,KinpoElectro
0x00,0x01,0xE2,AndoElectric
0x00,0x01,0xE3,Siemens
0x00,0x01,0xE4,Sitera
0x00,0x01,0xE5,Supernet
0x00,0x01,0xE6,HewlettPacka
0x00,0x01,0xE7,HewlettPacka
0x00,0x01,0xE8,Force10Netwo
0x00,0x01,0xE9,LittonMarine
0x00,0x01,0xEA,Cirilium
0x00,0x01,0xEB,CCOM
0x00,0x01,0xEC,EricssonGrou
0x00,0x01,0xED,SETA
0x00,0x01,0xEE,ComtrolEurop
0x00,0x01,0xEF,CamtelTechno
0x00,0x01,0xF0,Tridium
0x00,0x01,0xF1,InnovativeCo
0x00,0x01,0xF2,MarkUnicorn
0x00,0x01,0xF3,QPS
0x00,0x01,0xF4,Enterasys
0x00,0x01,0xF5,Erim
0x00,0x01,0xF6,AssociationM
0x00,0x01,0xF7,ImageDisplay
0x00,0x01,0xF8,TexioTechnol
0x00,0x01,0xF9,TeraGlobalCo
0x00,0x01,0xFA,Horoscas
0x00,0x01,0xFB,DoTopTechnol
0x00,0x01,0xFC,Keyence
0x00,0x01,0xFD,DigitalVoice
0x00,0x01,0xFE,DigitalEquip
0x00,0x01,0xFF,DataDirectNe
0x00,0x02,0x00,NetSys
0x00,0x02,0x01,IFMElectroni
0x00,0x02,0x02,AminoCommuni
0x00,0x02,0x03,WoonsangTele
0x00,0x02,0x04,BodmannIndus
0x00,0x02,0x05,HitachiDensh
0x00,0x02,0x06,TelitalR&DDe
0x00,0x02,0x07,VisionGlobal
0x00,0x02,0x08,UnifyNetwork
0x00,0x02,0x09,SEDInformati
0x00,0x02,0x0A,Gefran
0x00,0x02,0x0B,NativeNetwor
0x00,0x02,0x0C,MetroOptix
0x00,0x02,0x0D,Micronpccom
0x00,0x02,0x0E,ECITelecom
0x00,0x02,0x0F,Aatr
0x00,0x02,0x10,Fenecom
0x00,0x02,0x11,NatureWorldw
0x00,0x02,0x12,SierraCom
0x00,0x02,0x13,SDEL
0x00,0x02,0x14,Dtvro
0x00,0x02,0x15,CotasCompute
0x00,0x02,0x16,Cisco
0x00,0x02,0x17,Cisco
0x00,0x02,0x18,AdvancedScie
0x00,0x02,0x19,ParalonTechn
0x00,0x02,0x1A,ZumaNetworks
0x00,0x02,0x1B,KollmorgenSe
0x00,0x02,0x1C,NetworkEleme
0x00,0x02,0x1D,DataGeneralC
0x00,0x02,0x1E,Simtel
0x00,0x02,0x1F,Aculab
0x00,0x02,0x20,CanonFinetec
0x00,0x02,0x21,DSPApplicati
0x00,0x02,0x22,Chromisys
0x00,0x02,0x23,ClickTV
0x00,0x02,0x24,CCor
0x00,0x02,0x25,OneStop
0x00,0x02,0x26,XESystems
0x00,0x02,0x27,ESDElectroni
0x00,0x02,0x28,Necsom
0x00,0x02,0x29,Adtec
0x00,0x02,0x2A,AsoundElectr
0x00,0x02,0x2B,SAXA
0x00,0x02,0x2C,ABBBomem
0x00,0x02,0x2D,Agere
0x00,0x02,0x2E,TEACR&D
0x00,0x02,0x2F,PCube
0x00,0x02,0x30,IntersoftEle
0x00,0x02,0x31,IngersollRan
0x00,0x02,0x32,Avision
0x00,0x02,0x33,MantraCommun
0x00,0x02,0x34,ImperialTech
0x00,0x02,0x35,ParagonNetwo
0x00,0x02,0x36,INIT
0x00,0x02,0x37,CosmoResearc
0x00,0x02,0x38,SeromeTechno
0x00,0x02,0x39,Visicom
0x00,0x02,0x3A,ZSKStickmasc
0x00,0x02,0x3B,Ericsson
0x00,0x02,0x3C,CreativeTech
0x00,0x02,0x3D,Cisco
0x00,0x02,0x3E,SeltaTelemat
0x00,0x02,0x3F,CompalElectr
0x00,0x02,0x40,Seedek
0x00,0x02,0x41,Amercom
0x00,0x02,0x42,Videoframe
0x00,0x02,0x43,Raysis
0x00,0x02,0x44,SURECOMTechn
0x00,0x02,0x45,Lampus
0x00,0x02,0x46,AllWinTech
0x00,0x02,0x47,GreatDragonI
0x00,0x02,0x48,Pilz
0x00,0x02,0x49,AvivInfocom
0x00,0x02,0x4A,Cisco
0x00,0x02,0x4B,Cisco
0x00,0x02,0x4C,SiByte
0x00,0x02,0x4D,MannesmanDem
0x00,0x02,0x4E,DatacardGrou
0x00,0x02,0x4F,IPMDatacom
0x00,0x02,0x50,GeyserNetwor
0x00,0x02,0x51,SomaNetworks
0x00,0x02,0x52,Carrier
0x00,0x02,0x53,Televideo
0x00,0x02,0x54,WorldGate
0x00,0x02,0x55,IBM
0x00,0x02,0x56,AlphaProcess
0x00,0x02,0x57,Microcom
0x00,0x02,0x58,FlyingPacket
0x00,0x02,0x59,TsannKuenChi
0x00,0x02,0x5A,CatenaNetwor
0x00,0x02,0x5B,CambridgeSil
0x00,0x02,0x5C,SCI
0x00,0x02,0x5D,CalixNetwork
0x00,0x02,0x5E,HighTechnolo
0x00,0x02,0x5F,NortelNetwor
0x00,0x02,0x60,AccordionNet
0x00,0x02,0x61,Tilgin
0x00,0x02,0x62,SoyoGroupSoy
0x00,0x02,0x63,RPS
0x00,0x02,0x64,AudioRampcom
0x00,0x02,0x65,Virditech
0x00,0x02,0x66,Thermalogic
0x00,0x02,0x67,NodeRunner
0x00,0x02,0x68,HarrisGovern
0x00,0x02,0x69,Nadatel
0x00,0x02,0x6A,CocessTeleco
0x00,0x02,0x6B,BCMComputers
0x00,0x02,0x6C,PhilipsCFT
0x00,0x02,0x6D,AdeptTelecom
0x00,0x02,0x6E,NeGeNAccess
0x00,0x02,0x6F,SenaoInterna
0x00,0x02,0x70,Crewave
0x00,0x02,0x71,ZhoneTechnol
0x00,0x02,0x72,CC&CTechnolo
0x00,0x02,0x73,CoriolisNetw
0x00,0x02,0x74,TommyTechnol
0x00,0x02,0x75,SMARTTechnol
0x00,0x02,0x76,PrimaxElectr
0x00,0x02,0x77,CashSystemes
0x00,0x02,0x78,SamsungElect
0x00,0x02,0x79,ControlAppli
0x00,0x02,0x7A,IOITechnolog
0x00,0x02,0x7B,AmplifyNet
0x00,0x02,0x7C,Trilithic
0x00,0x02,0x7D,Cisco
0x00,0x02,0x7E,Cisco
0x00,0x02,0x7F,asktechnolog
0x00,0x02,0x80,MuNet
0x00,0x02,0x81,Madge
0x00,0x02,0x82,ViaClix
0x00,0x02,0x83,SpectrumCont
0x00,0x02,0x84,UKGridSoluti
0x00,0x02,0x85,RiverstoneNe
0x00,0x02,0x86,OccamNetwork
0x00,0x02,0x87,Adapcom
0x00,0x02,0x88,GlobalVillag
0x00,0x02,0x89,DNETechnolog
0x00,0x02,0x8A,AmbitMicrosy
0x00,0x02,0x8B,VDSL
0x00,0x02,0x8C,MicrelSynerg
0x00,0x02,0x8D,MovitaTechno
0x00,0x02,0x8E,Rapid5Networ
0x00,0x02,0x8F,Globetek
0x00,0x02,0x90,Woorigisool
0x00,0x02,0x91,OpenNetwork
0x00,0x02,0x92,LogicInnovat
0x00,0x02,0x93,SolidData
0x00,0x02,0x94,TokyoSokushi
0x00,0x02,0x95,MavenirIpaUk
0x00,0x02,0x96,Lectron
0x00,0x02,0x97,CCORnet
0x00,0x02,0x98,Broadframe
0x00,0x02,0x99,Apex
0x00,0x02,0x9A,StorageApps
0x00,0x02,0x9B,KreatelCommu
0x00,0x02,0x9C,3Com
0x00,0x02,0x9D,Merix
0x00,0x02,0x9E,InformationE
0x00,0x02,0x9F,L3Communicat
0x00,0x02,0xA0,Flatstack
0x00,0x02,0xA1,WorldWidePac
0x00,0x02,0xA2,Hilscher
0x00,0x02,0xA3,HitachiEnerg
0x00,0x02,0xA4,AddPacTechno
0x00,0x02,0xA5,HewlettPacka
0x00,0x02,0xA6,Effinet
0x00,0x02,0xA7,VivaceNetwor
0x00,0x02,0xA8,AirLinkTechn
0x00,0x02,0xA9,RACOMsro
0x00,0x02,0xAA,PLcom
0x00,0x02,0xAB,CTCUnionTech
0x00,0x02,0xAC,3PARdata
0x00,0x02,0xAD,HOYA
0x00,0x02,0xAE,ScannexElect
0x00,0x02,0xAF,TeleCruzTech
0x00,0x02,0xB0,HokubuCommun
0x00,0x02,0xB1,Anritsu
0x00,0x02,0xB2,Cablevision
0x00,0x02,0xB3,Intel
0x00,0x02,0xB4,Daphne
0x00,0x02,0xB5,Avnet
0x00,0x02,0xB6,AcrosserTech
0x00,0x02,0xB7,WatanabeElec
0x00,0x02,0xB8,WhiKonsult
0x00,0x02,0xB9,Cisco
0x00,0x02,0xBA,Cisco
0x00,0x02,0xBB,ContinuousCo
0x00,0x02,0xBC,LVL7
0x00,0x02,0xBD,Bionet
0x00,0x02,0xBE,TotsuEnginee
0x00,0x02,0xBF,dotRocket
0x00,0x02,0xC0,BencentTzeng
0x00,0x02,0xC1,InnovativeEl
0x00,0x02,0xC2,NetVisionTel
0x00,0x02,0xC3,Arelnet
0x00,0x02,0xC4,OPTMachineVi
0x00,0x02,0xC5,EvertzMicros
0x00,0x02,0xC6,DataTrackTec
0x00,0x02,0xC7,Alpsalpine
0x00,0x02,0xC8,TechnocomCom
0x00,0x02,0xC9,MellanoxTech
0x00,0x02,0xCA,EndPoints
